text,stance
للاسف اصبح الاشخاص فئران تجارب لهذا #اللقاح ومازلو مقتنعين انهم ينقذون ارواحهم #لقاح_كورونا #تطعيم_كوفيد_19 ,Against
#اللقاح_امن  #عمان_تواجه_كورونا   من أراد الخير لنفسه و أهله و ذويه و لوطنه و لعودة الحياة لطبيعتها لما شك قيد أنملة في مأمونية اللقاح الذي عكفت السلطنة على التثبيت من جميع الدراسات العلمية المتعلقة به قبل شراءه و تطعيم شعبها به. ,Favor
 في سباق مع الزمن .. #السعودية تتخطى حاجز 3 ملايين جرعة من #لقاح_كورونا  تم تقديمها للمواطنين والمقيمين على أرضها ، ولازالت الحملة مستمرة على أمل تطعيم اكبر عدد ممكن و الحصول على المناعة المجتمعية بإذن الله ، وانتهاء هذا الوباء . #كورونا ((منقول)),nan
#لا_للتطعيم_الاجباري80  يحق لك الضمان على السيارة او الأجهزة عند الشراء  ولكن لا يحق لك الضمان عند تلقي تطعيم لجسدك بكل لقاحات كورونا الحالية والجديدة  بل المسؤولية بالكامل على متلقي اللقاح  وتخلي الشركات المصنعة مسؤوليتها تماما!!!!,Against
  العالم انه ابحقن شيء في جسمك بالقوة  وبعدين يامتعلمة حتى لو سمعنا كلامك وقلنا تطعيم بالقوة مافيه في الوقت الحالي جرعات لقاح تكفي حتى ربع الشعب مع الأجانب  ارجو تكون وضحت المعلومة,Against
وزارة الصحة تحدد مواعيد تطعيم كورونا خلال شهر #رمضان    - أرض المعارض من 10 صباحاً إلى 5 عصراً  - جسر جابر والرعاية الصحية الأولية من 8 مساءً إلى 12 منتصف الليل ,nan
ترى كل الفيروسات بالعالم تتحور مو بس كورونا    بس الإعلام مركز على تحور كورونا وكأنه شي مو عادي    ونفس السيناريو يتكرر قبل حث الناس على أي جرعة تطعيم    يبون التطعيم سنوي ؟ مو مشكلة بس ليش الجرعة الثالثة عقب الثانية قبل لا نكمل السنة؟ خذيت جرعتين بالغصب ولحد يكلمني عالثالثةرفع اليدلون البشرة الفاتحوجه مرتاح,Against
  هل راح تنتهي مسرحية كورونا بدون تطعيم القلة الرافضه ؟! بالسعودية صار مداهمة لغير المطعمين بمقر عملهم وعطوهم بالإجبار,Against
في خبر سار للعالم : البدء في تجربة أول تطعيم لفايروس كورونا الجديد في البشر   على ٤٥ متطوع . ,Favor
(معجون الاسنان يفطر ؟  ) = (الي فيه ربو يطعم.؟. ). سؤالين لم ولن ينتهون وجه بدموع الفرح #تطعيم_كورونا,Against
 لن الهدف هو تطعيم اما كورونا ومتحورات وسيله ومبرر لتلقيحك بالغصب,Against
#لا_للتطعيم_الاجباري105 علي الطواري  الدنمارك تقرر رسميا انهاء جميع قيود كورونا ابتداءا من أول اكتوبر.  اذن .. لا حقن اجبارية  لا كمامات  لا شهادات تطعيم و لا فحص   ,nan
  والله لو كل شهر يكون في تطعيم ما عندي مانع إذا كانت سبب بعد الله في حفظ النفس والأهل والأحباب . الوالد مريض سكّر ويتلقى ٤ جرعات إبر إنسولين في اليوم   وبالسنة أكثر من ١٤٧٠ جرعة ويقول لو آخذ كل شهر إبرة كورونا على وصفه ما عندي مشكلة . ملاحظة: الوالد فقد ٣ من أعز أصدقائه بالوباء!!,Favor
  لو كان الموضوع كله مؤامرة ماسونيه   لماذا يتم تطعيم الاسرائليين حتى الجرعة الرابعة؟ واذكر حضرتك أن من قالوا ان ١١ سبتمبر كان مؤامرة قالوا  تم إبلاغ اليهود بعدم الذهاب إلى برجيي التجارة العالمية ذلك اليوم. فيكون المنطقي منع اللقاح ,Favor
الخالق جعلهم يتصرفون بحمق وغباء  هذه إشارة وتحذير  .. ستأخذ اللقاح السام لوهم كورونا الحالي ولكن هذا ليس كافياً الأوغاد سيخرجون لك كل فترة بسلالة جديدة وبطبيعة الحال ستكون أقوى وتحتاج لقاح آخر وهكذا ستقضي حياتك هذا على فرض بأنك ستعيش من تطعيم إلى آخر . ,Against
الفاكسين الصيني ..تطعيم كورونا  ثمانية أيام مرت على أخذالتطعيم والحمد لله كل أموري بخير ..لاتخافوا ولا تستمعوا للأشاعات المغرضه..,Favor
الحمد لله على نعمة الاسلام ونعمة اني سعودي  تنظيم رائع وخدمه فاقت المتوقع #تطعيم_كورونا ,Favor
  وذكرت مثال بريطانيا وعودتها للحياة بعد تطعيم اكثر من ٢٢ مليون شخص لان كوّن المناعة المجتمعية حتى الناس تتشجع على التطعيم واخيرا هل انت افهم واعرف من المختصين ووزارة الصحة البريطانية والكويتية مايصير فاخذ معلوماتك من المصادر العلم,Favor
الحمدلله اخذت امس الجرعه الاولى  من لقاح فايزر عسى خير ان شاء الله  ونصيحتي لكم ياخوان طعموا بارك الله  فيكم والتطعيم باذن الله راح يحميك من  المرض بعد الله سبحانه  #تطعيم_كورونا,Favor
لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي,Favor
 كبار السن الافضل لهم ياخذون الجرعه التنشيطيه لانها حمايه لهم بعد الله من المرض بس ,Favor
 الي بالتعليقات ..مسوين فيها اذكياء ومانبي نطعموجه مبتسم مع عرق ذكروني بالعيال الصغار لما يعاندون على شيء مابي مابيوجه مبتسم مع عرقوجه بدموع الفرح بفهم يعني شنو بمخوخكم انتوا؟ اذا انتوا ضد تطعيم كورونا ليش تطعمون عيالكم الصغار من الامراض الثانيه؟ ياعالم بليز صحصحوا,Favor
  لإنه يتحور ويرجع لك بنسخة جديدة القديمة خلاص تمنع جسمك منها  لقاح انفلونزا يتغير كل سنة لإن الفيروس نفسه يتغير.. عشان كذا لازم تطعيم سنوي,Favor
 الله يهديهم اذا التطعيم مؤامره كيف تطعمون عيالكم من الحصبه والدرن و و و  بس تطعيم كورونا مؤامره والتطعيمات الثانيه لا؟! نظرية المؤامره بكل شي دمار للعقل والمنطق   شغل عقلك قليلا بدون توجيه وستجد انك كنت بعالم منعزل بفعلك,Favor
 اللقاح يحمي ولكن ليس ١٠٠٪ لذلك على الناس اخذ اللقاح والاستمرار باتباع الاحترازات الصحيه ومن الضروري تنبيه الناس لهذه النقطه حتى لا يتهاونون بعد اخذ اللقاح.وللعلم خالتي توفت من كورونا بالرغم من اخذها جرعتين من تطعيم فايزر  .ومع هذا انا من مؤيدي اللقاح وبشدة لانه الحل الوحيد,Favor
 بنت خالتي شابة صحتها ممتازة اخذت مع عائلتها اللقاح جاتها اعراض كورونا كاملة واشد من الناس اللي بدون تطعيم ..  ويتعذرون انها اخذته على الفايرس  طيب كل عائلتها تطعموا من وين جتها الاصابة لحالها!!,Against
#لا_للتطعيم_الاجباري تطعيم جرعة اولى وثانيه والثالثة في الطريق ولحد الحين مصدقين انه لقاح شيئ غريب #حقيقه,Against
تكفون اعطوني رأيكم بكره الخميس موعدي تطعيم لقاح كرونا اخذ اللقاح ولا مانخذه  انا متردد  وخايف يفتحو السفر يقولو لابد من أخذ اللقاح  عطوني تكفون رأيكم,nan
  نفس فكره تطعيم الانفلونزا تاخذيه علشان تجيك الاعراض خفيفه وم تطيحك وتقوى مناعتك .. كدا لقاح كورونا يقوي مناعتك,Favor
#لا_للتطعيم_الاجباري١٨  صح لسانكم شوفو كيف تحمون نفسكم من كورونا بدون تطعيم نارنارنار ,Favor
   شدخل خايفيين! انتوا الي خايفين من كورونا و تطعمتوا انا ماشوف ان احتاج تطعيم يحميني من فيروس يقدر جسمي و جهازي المناعي يقضي عليه بكل سهوله.,Against
 لو بنختار بنفسنا كل دوا ناخذه وكل تطعيم عيل لازم الكل يدرس ويختص بكل تخصصات الطب عشان يفهم. احنا ناخذ أدوية ما نعرف مكوناتها و تطعمنا من صغرنا تطعيمات ماندري شنو اهيا وقفت على تطعيم كورونا؟,Favor
   الانلفونزا فيروس ليش ماقضينا عليها ؟ لان الفيروس يتحور ويتشكل    وش الحل الامثل للتعايش مع الفيروسات ؟ تقوية المناعة   لا كمام ولا لقاح ولا تطعيم راح يحميك اذا كان مناعتك ضعيفة,Against
طابور تطعيم كورونا بالكويت   شكراً حكومتنا الرشيدة 🇸🇦🇸🇦🇸🇦 ,Favor
يوم الخميس تنتهي وزارة الصحه من تطعيم مليون شخص   مواطنين و مقيمين و ٢٤٥ الف يحملون اجسام مضاده متعافين من كورونا   ما يسعنا الا الشكر لجميع الطاقم الطبي و الصفوف الاماميه التي سهرت خلال الفتره الماضيه من اجل راحتنا و سلامتنا و امننا  قليل بحقكم الاشاده ( ابطال ) التصفيقلون بشرة متوسط ​​الغامق,Favor
 الحمدلله خايفة من تطعيم كورونا  نطعم ولا لا؟,nan
 عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الأمر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح...؟ أم صارت نكهة السياسة تلقي بضلالها حتى في مجال تسويق الأدوية و اللقاحات...!,nan
 روح حلل محد يم تطعيم كورونا شف الحرم البارح مليونين بدون شرط تحصينوجه مبتسم مع عرق,nan
قررت اني ماطعم تطعيم كورونا باذن الله  يعني انا اصلا جاني المرض وراح ونادرا انه يتكرر وعساه مايتكرر ان شاءالله  فما ابي اخذ اللقاح وجه باليد على الفم,Against
#متابعة |مصدر  الإسرائيلية: انخفاض تدريجي على عدد حالات كورونا النشطة في إسرائيل خلال الأيام الأخيرة  وكذلك على عدد الحالات الخطيرة  ويعزو الخبراء تحسن الحالة الوبائية إلى تقدم عملية تطعيم الأطفال.,Favor
    قاعه السينما والمراقص ومراكز الاستجمام والحفلات الغنائية والمهرجانات و الملاعب مافيها لا كورونا ولا تطعيم وفعاليات جده والرياض ونجران خير برهان بينما المسجد الحرام والمسجد النبوي وكافة المساجد يتخللها فيروس كورون,nan
 الناس اللي بتحكي اللقاح مؤامرة ورح يموتو لو اخدوه ، يعني خايفين يموتو من اللقاح ومس هايفين يموتو من الفايروس!، بعد لقاح زي اي تطعيم كنا ناخده واحنا صغار ضد الامراض ، الله يهديهم اللي بفكرو غلط,Favor
التطعيمات امنة للنساء الحوامل و تحميهم من المضاعفات الخطيرة لفيروس كورونا. يتم تطعيم النساء الحوامل والمرضعات بلقاح Modena  او Pfize. #التطعيم_فرصة ,Favor
الحمد لله تطعيم كورونا الجرعه الاولي استرزينكا شكرا مملكه الانسانيه 🇸🇦🇪🇬 ,Favor
"الله يرحمه #دعيج_الخليفه_الصباح  موت""الفجأة""بزدياد وهناك من يقول أن له علاقة بتطعيمات #كوروناعلامة تعجب مزدوجة️  وعليه يا المسؤولين توقعوا هذا الاحتمال ولا تجبروا الناس على الجرعة الثالثة""المعزز""علامة تعجب مزدوجة️  ولا تجبروا الناس على أي تطعيم آخر وتربطوها بالسفر والمول والسينما.. حتى تتم التجارب السريريةعلامة تعجب مزدوجة️",Against
مبدأ الاستقلال الذاتي autonomy ينص على أن الفرد العاقل  هو كائن مكتفي بذاته وله القدرة على صنع قراره بنفسه..  الزامية #تطعيم_كورونا في الدولة وتقييد حركة غير المتطعمين اشارة للإخلال بهذا المبدأ الرئيسي  من الأخلاق الطبية في ممارسة الطب الحديث,Against
اللهم انفع فيه ورفع عنا هذا الوباء والبلاء راحة اليد معالون بشرة متوسط ​​إلى فاتح #تطعيم_كورونا,Favor
منظمة الصحة العالمية: الجرعة التنشيطية الثالثة من لقاحات كورونا وسيلة لحماية الأكثر عرضة للخطر من المرض و”ليست رفاهية”,Favor
 ورقة علمية تم نشرها حديثاً توضح نتائج مهمه بأن لقاحات كورونا تسبب إلتهاب الكبد المناعي النشر 21 ابريل 2022 ملخص النشرة العلمية /  يؤدي تطعيم كوفيد إلى التهاب الكبد المناعي المتميز المسيطر على الخلايا التائية مع آلية مرضية فريدة مرتبطة بالتطعيم ال,Against
"تطعيم الحوامل أصبح الآن ضرورة ملحّة  وذلك بعد إعلان مركز السيطرة ومكافحة الأمراض المعدية ""CDC"" بأن الحوامل هم الأكثر عرضة للإصابة و الوفاة بفيروس كورونا  مقارنة بالنساء الغير حوامل. #التطعيم_فرصة #covidfacts",Favor
  خلينا من اللقاحات .. من اول ماطلع كورونا قالو مايضر الاطفال ومايصيبهم واذ صابهم شي خفيف  ف محيطك سمعتي ب طفل مات من كرونا او دخل عنايه او تنوم ب مستشفى ؟؟؟؟؟؟؟ ليش يلقحونهم ب سموم ترا لو تعرفين مكونات تطعيم الاطفال المعتاده ماطعمتي عيالك,Against
الحمد لله اخذت اليوم أول جرعه تطعيم لقاح كوفيد-١٩ . الشكر الجزيل لكل الجهود التي بذلت من أجل توفير هذا اللقاح لأبناء عمان #شكرا_عمان_الغاليه ,Favor
 ههههههههه تفهم الكلام عكس هههههه ماجاني كورونا قبل اللقاح ولا اقتنعت فيه اصلا لكن اللقاح شيء طبيعي...هو نفسه تطعيم الحج وتعطعيم الانفلونزا الموسمية وتعطعيم الولد الصغير بعد الولادة والتطعيمات اللي ياخذونها الناس في المستشفيات...الخ.. وانا ماطلعت ج,Favor
 انا ارفض اي معلم يدرس عيالي من غير تطعيم اذا مطعم وحاشه كورونا بقول هذا قضاء وقدر اما مو مطعم وينقله لعيالنا اهني لا اهو معرض اكثر من الي مطعم للعدوى,Favor
 هيئة الغذاء والدواء السعودية رصد ١٥ عرض جانبي خطير متعلق بالجلطات وانخفاض الصفائح الدموية تزامن مع استخدام اللقاح بالمملكة اضطرابات تخثر الدم بعد تلقي لقاح فيروس كورونا المستجد وهذا عند الكبار فما بالك بالأطفال   #لا_للتطعيم_الاجباري176 #تطعيم_الاطفال_جريمة ,Against
اختكم في الله تم إرسال ورقه استبيان لهم من طرف مدرسة احد ابنائها وش تقترحون عليها ترسل للإدارة مع الورقة علما أن والده كتب لهم لانريد أن يتم تطعيم الابن بلقاح كورونا فقط ,Against
الهند كانت من أكثر الدول استقراراً في عدد الاصابات بفيروس كورونا بل وصلت إلى أدنى مستوياتها، ثم في ١٢/١ قامت بأكبر حملة تطعيم في العالم. والآن الأخبار تقول أن موجة قوية من الإصابات بالفيروس اجتاحتها. وهذا كله بعد فترة قصيرة من حملة التطعيم. شاهدوا التواريخ في الصور ,Against
   انا مااخذت تطعيم وانا صغيرة ولا اخذت تطعيم الانفلونزا لا صغيرة ولا كبيرة ولا اخذت ولا بااخذ بااذن الله لقاح كورونا,Against
   ماينكرون التجلطات ولكن ينكرون الوفيات ولا أحد يعلق عليها. هذي أحدث حالة وفاة وفي قبلها كثير .. الامر الآخر من أصيب بكورونا مرتين لماذا لا يعفى من التطعيم اصابتين وشفاء تام ومناعه ربانية .. هل تطعيم مثل هذا منطقي وعلمي وصحي !  واخيرا. بعض الوفيات امراض مزمنة سجلت كورونا/نعرف بعضهم ,Against
هناك فرق بين حملة التطعيم وحملة التوعية بفوائد التطعيم ... التطعيم حق اختياري وأي مساس بحرية الوالدين في أخذ أبنائهم تطعيم كورونا من عدمه سيلحق المسؤوليه بمرتكب الخطأ لذا جرى التنبيه..     ,nan
 وكان فيه انسانة ما اخذت التطعيم وجالسة مع ناس مو مطعمين جتها كورونا وظهرت عليها الأعراض اول وحدة والباقي لا  قصة ثانية وحدة من جماعتنا مااخذت تطعيم جا للي معها بالبيت كورونا وخالطتهم وقامت فيهم وتطبخ لهم  وتعتني فيهم بدون كمام بدون شي ولا جاه,nan
#التطعيم_هو_الحل  امريكا بعد تطعيم ٨٠ مليون شخص تطعيم تام نسبة اللي جالهم كورونا منهم حوالي ٥٠٠٠ واحد  نسبة اللي احتاجوا مستشفيات منهم اقل من ٤٠٠ مريض   نسبة الوفيات من الكورونا فيهم  =  (كنسبة) صفر  سامع يا اللي بتقول للناس متاخدش تطعيم,Favor
الحين بيبدأ تطعيم الاطفال مع أنه مافيه اي وفيات منهم لحد الحين بسبب كورونا تابعو بعد التطعيم كيف بتزيد الحالات وقولو امن وفعال بعدين,Against
#لا_للتطعيم_الاجباري17 حسبي الله ونعم الوكيل المفروض يخلونه حريه شخصيه اللي يبي يطعم واللي ما يبي كيفه ترى كلها ابره ما راح تحميني من كورونا ولا غيره وانا ضد تطعيم الإجباري لأن حياتي مو لعبه بيدينهم اللي خلني هو يحميني وانا انسانه عايشه حياتي مع مرض مزمن من لمن ولدت لـ اليوم ذا و,Against
  ولاترمو انفسكم بالتهلكه دام اللقاح غير مدروس ويعتبر لقاح طوارئ يعتبر تهلكه مالنا الا الدعاء وفعلا لن يصيبنا الا ماكتبه الله لنا بتطعيم وغير تطعيم,Against
 انا مع التطعيم..الصحيح…  مو تطعيم اخذه ويقولون عادي تحوشك كورونا..!! ليش اخذه عيل ؟ اثنين من الربع ماخذين تطعيمتين وبعد ٤ شهور سدحتهم الكورونا اسبوعين بالفراش ولعنوا الساعه اللي طعموا فيها.,Against
  اقولك نسبة الشفاء تتعدى ٩٩% وانت مصر تاخذ لقاح  مايعطي مناعة ضد الفايروس أصلاً  وفيه حالات كثيرة ومشهورين بعد اخذوا جرعتين وماتو الله يرحمهم  ..  لايوجد كورونا الان وفيه اصرار على الجرعة الثالثة وعلى تطعيم الأطفال الي نادر إصابتهم,Against
 غريبه انك ضد التطعيم ...... هو مثل تطعيم شلل الاطفال .... او الحصبه ..... او حتى زمان الجدري ....هو المرض يحقن في الانسان ..... وين الضرر من تطعيم كورونا ...... الحكومة ما قصرت دفعت مليارات ..... ل توفر اللقاح ل شعبها ......,Favor
رسمياً...  بدأ اليوم سريان قانون عودة الحياة الطبيعية كما كانت سابقاً قبل كورونا في الدنمارك بعد تطعيم 73% من الشعب بالجرعتين.  لا كمامات  لا تباعد  لا إغلاق  وسيُقام غداً حفل سيضم 50 000 شخص بلا أي إجراءات صحية. ,Favor
 ارتفاع الإصابة في معدل طبيعي . فالفيروس كائن حي . يتكاثر و ينقص . المهم زيادة اقبال المواطنين و المقيميين على اخذ جرعات تطعيم كورونا . كوفيد_19 .,Favor
#وزارة_الصحة  مجمعات و مطاعم و وظيفه و كل انواع التهديدات لا تهمني  جسدي ملكي و تطعيم ماراح آخذ لو تنطبق الارض عالسما  و من الآخر يا قاتل يا مقتول ..  وصلنا مرحله الموت ما يخوفنا و بنشوف آخرتها #لا_للتطعيم_الاجباري38  #لقاح_كورونا  #ساحة_الإرادة,Against
   ما يحكم التوزيع اقتصادي   من دفع  مسبقا هو من حصل علي التطعيم . طبعا كل دوله وظروفها وخصوصا مع تطعيم فايزر حيث يحتاج الي سلسله تبريد عاليه الكفائه ومكلفه جداً ( درجه حراره -٧٥ او اقل ) .  لذا دول كثيره لم تتعاقد عل,nan
 يسلمك ربي من كل شر يا بو يعقوب الخزامى هذا اللي أخذناه من تطعيم كورونا وأنا أختك شخص يسحب الوجهلون البشرة الفاتح‍علامة أنثى️ الله المستعان والحمدلله على كل حال,nan
 مبكي في الموضوع كله انو اللقاح اصبح اجباري وتحت وطئة تهديد حنا بشر هذه ارواحنا وصحتنا حنا مسؤولين عنها  ليه مايكون لنا الحق في رفض او قبول  اللقاح هناك اشخاص عندها امراض مناعيه مزمنه ماينفع انو تاخذ لقاح او اي نوع تطعيم لانو راح يدمر مناعتهم ,Against
  شيء غريب مرض الشفاء منه بدون تطعيم ٩٩٪ يحتاج ٤ جرعات خلال سنه واحده انا وغيري ملايين البشر ما اخذنا ولا جرعة وما فينا الا العافيه واذا جتنا كورونا شوية تعب وتروح بروحها والحمد لله   ما احتجنا لقاح وجرعات عليها الف علامة استفهام والاطفال بالذات نادر ما تجيهم فما الحاجة لتطعيمهم ؟!,Against
#ارفعو_قيود_السفر_للسعودي تكفون اعطوني رأيكم الاربعاء موعدي تطعيم لقاح كرونا اخذ اللقاح ولا مانخذه  انا متردد  وخايف يفتحو السفر يقولو لابد من أخذ اللقاح  عطوني تكفون رأيكم,nan
نحمد الله أخذت #تطعيم_كورونا قبل قليل. ما رأيناه هذا اليوم من تنظيم ورقي في الخدمات وإحترافيه في العمل وحرص على صحة الجميع يجعل كل سعودي يشعر بالفخر أنه ينتمي لهذا الوطن العظيم الشامخ. ماتقدمه  #السعودية_العظمى أنموذج يدرس لجميع دول العالم الأول    ,Favor
   الله لك الحمد ولك الشكر   شكرا أيدي مطوية لحكومة المملكة العربية السعودية على تطعيم حقنة  لقاح 10 مليون مواطن ومقيم على هذه الاراضي المباركة  والشكر موصول لوزارة الصحة على الجهود المبذولة وللوزير ولجميع العاملين في هذا القطاع ..وَردَةوَردَةوَردَةوَردَة  ,Favor
أخذت اليوم الجرعة الأولى من لقاح #فايزر في مركز تطعيم #COVID19 بالحرس الوطني ماشاء الله تبارك الله تنظيم خُرافي وإمكانيات جبارة.  قلب أحمر️قلب أحمر️قلب أحمر️ ,Favor
شخصين توفاهم الله من تطعيم #كورونا والتفاصيل هنا ؛ يارب اللهم استر ,Against
رحمه الله كان ملتزم بالضوابط الصحيه وحكر نفسه بالحظر والحجر داخل جحره ثم اخذ التطعيم فمات غفر الله له ...  #HumanRightsDay #كوفيد١٩ #كورونا #تطعيم_كورونا,Against
 لا لفرض تطعيم تجريبي ولا للضغط على الناس من اجله! اللي يبى يطعم الله يوفقه  بطعم في 3 شروط: 1- ضمان ان اللقاح يحمي من كورونا واذا تطعمت اضمن حمايتي لنفسي والآخرين  2- ضمان سلامة اللقاح الآن وبعد أعوام اقلها 5 وأكثرها 10!  3- توقيع تحمل المسؤو,Against
 انا عمري ماشفت تطعيم يعمله دعايه ثلاثه من روؤساء امريكا  مجتمعين بأعلان واحد  ولا أطباء اسنان وتخدير وتجميل وهضم وإعلاميين وسياسيين وممثلين ومطربيين وفاشنيستات زي تطعيم كورونا وبعدها لازم نصدق انه رعايه طبيه وليست دعايهوجه مفكروجه مفكروجه مفكروجه مفكروجه مفكر,Against
تم بحمد الله أخذ الجرعة الاولي من تطعيم كورونا اللهم إجعل فيها سببا للشفاء و العافية شكرا حكومتنا الرشيدة شكرا  لحسن التنظيم و الترتيب شكرا للعاملين على حسن الاستقبال و الترحيب بارك الله في جهود الجميع ,Favor
تم ولله الحمد اخذ تطعيم لقاح كورونا الجرعة الأولى بكل صحة وعافية .. انصح الجميع بأخذ التطعيم وهو آمن ولله الحمد .. جزا الله حكومتنا والقائمين بهذا العمل كل خير .. والله مايقدم من قبل حكومة مولاي خادم الحرمين الشريفين  نفتخر به كسعوديين مما يخدم مصلحة وصحة المواطن . دمتم. بخير وَردَة,Favor
#تطعيم_كورونا الحمدلله التنظيم اليوم جدًا ممتاز عكس المرة الماضية  الجرعة الثانيةزر علامة الاختيار,Favor
#قم_بدورك  واحمي الآخرين  #تطعيم_كورونا ,Favor
كورونا صار له سنة ولي الحين الناس تؤمن بالمؤامرة وان الدكاترة اهما اللي قاعد يذبحون الناس مو المرض وان التطعيم خطة للسيطرة على العالم وجه متعب  زين ليش ما سيطرو علينا بالتطعيمات اللي ناخذها من أول يوم بحياتنا ليش أصنع فيروس عشان أصنع تطعيم أتحكم فيه بالناس  قوى الشر ما تعرف تخطط! وجه مبتسم مع عرق,Favor
الحمد لله تم أخذ تطعيم كورونا الجرعة 2 ,Favor
  التطعيم ماله اي معنى طالما انه مايرد كورونا بعدين شهالتطعيم اللي ضد كورونا ومتحور الهند والفطر الاسود والابيض والاخضر والاحمر؟ لايوجد ولن يوجد تطعيم ضد كل هالاوبئة ..معناتها يبونا نطعم علشان يبيعون جرعات اكثر على وزارة الصحة يعني القصد هو الربح التجاري مو اكثر,Against
 لا لا لا مو ناااااوي أصلا وفصلا... وإن شاء الله لن أخذها ما لم يلزموني بها إلزاما شديدا.. كيف نأخذ تطعيم هو وليس لقاح أصلا، لأنه لم يخضع للإختبارات الكافية ليرقى لمستوى التلقيح؟؟!!!!,Against
صيدلي فى أمريكا حقن طفلة عمرها 4 أعوام عن طريق الخطأ بلقاح كورونا بدلا من تطعيم الإنفلونزا  ولم تعان الطفلة كوليت من أي آثار جانبية كبيرة حتى الآن.,Favor
 تطعمني ما تطعمتي اتحوشج كوروناوجه بدموع الفرحوجه بدموع الفرحأنا إختي طعمت تطعيمين وحاشتها كورونا بس اللي   تحوشه كورونا وهو للحين ماطعم بعد ثلاث أشهر يطعم تطعيم واحد ويعطي شهادة استيفاء التطعيم واذا مر عليه 7شهور يأخذ تطعيمين ،فهمتي السالفة نفس بطتنا بطنت بطن بطتكموجه بدموع الفرحوجه بدموع الفرح_,Against
 فلم كورونا متى يخلص صار اجزاء .... باقي تطعيم الرضيع صح ,Against
 قسم بالله تطعيم الافلونزا بالمستوصف ابرك من لقاح كورونا.كله كذب استنزاف اموال الدول وحلبها.,Against
 التطعيم نفس تطعيم الجدري مثلا واحنا صغار او الحصبه او اي تطعيم يقلل الاعراض فقط لكن مايمنع انتشاره..فعلا زوج خالتي رئتينه تعبانه بشكل مو طبيعي ع وشك تنتهي الله يعافيه وجاه كورونا وربي نجاه منه والله ماكأنه جاه اعراض زكام خفيفه جدا ... لانه تطعم مر,Favor
شباب هي جرعة الbooster بتاعت تطعيم كورونا هترقدني في السرير يومين زي المرة اللي فاتت؟,nan
 الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالى وانهم لا يحتاجون لقاح ضار اتمنى لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,Against
  تكفين روحي صححي معلوماتك وابحثي عن الحالات بامريكا وجه بدموع الفرحلان اعرف وش يصير هناك شخصيا مو عبر الميديا  اذا انت معارضه للتطعيم الاجباري طيب تطعيم الاطفال للانفلونزا و الحصبة الخ اجباري وعادي ماصار شيء الحمدلله ولا وقفت على تطعيم كورونا ؟,Favor
تطعيم ضد #فيروس_كورونا لمرضى #السكري   جولة دبوسيعتبر مرضى #السكري من الفئات المستحقة للتطعيم ضد #فيروس_كورونا المستجد ، لأن ضعف جهازهم المناعي يجعلهم عرضة للإصابة بعدوى #كوفيد١٩ ومضاعفاتها الخطرة أكثر من غيرهم   #خذ_الخطوة_خذ_اللقاح  #نتعاون_مانتهاون  #مركز_الطب_المتقدم #الرياض,Favor
 تطعيم كورونا راح يحولكم زومبي: ,Against
طعمنا الوالدة بعد عناء بالاقناع التصفيقلون البشرة الفاتحوجه مبتسم بعيون قلب  مجهود جبار في أرض المعارض وتنظيم رائع الله يعطيهم الف عافية   #مشرف #ارض_المعارض  #تطعيم_كورونا ,Favor
  مكبرين موضوع كورونا راح يبقى معنا حتى لو تم تطعيم كل الشعب والمشكلة انه يتحور يعني ممكن ان اللقاحات بالمستقبل مالها فايدة او تقل الفايدة منه.  رأيي تعايشوا مع المرض والدول والغربية قاعدة تستنزف خيرات هالبلد.,Against
  متأكد تطعيم شلل الأطفال اللي ما أخذته هو السبب في حالة خالتك ربي يشفيها !؟ انت شوف اللي ما أخذ وما صار فيه شي   الصراحة بعد كورونا ثقتي في اللقاحات زيرو من الألف للياء,Against
 ناوين بالشر مانفع كورونا بالموت قام الغرب يرسل تطعيم للموت البطئ,Against
تم بحمد الله ونعمته أشكر جميع العاملين في #حملة_التطعيم وأشكر بلدي #الكويت التي اهتمت بالمواطنين ووفرت هذا اللقاح  جزاكم الله خيرا يا      #CovidVaccine  #تطعيم_كوفيد19 #كورونا  #تطعيم ,Favor
المفروض كل مراكز الصحة يصير فيها تطعيم كورونا علشان نخلص اسرع ويشتغلون شفتات بالويكند,Favor
شكراً لحكومتنا الغالية وولاة أمورنا على كل شي يسوونه لأبناءها. #تطعيم_كورونا حقنةميكروب ,Favor
 يحرمون تطعيم الاطفال عن شلل الاطفال ويقولون هدا امر الله اذا اصابهم اصابهم!!!! بس كورونا ياخذون الدواء حقه والمضادات ذولا هم طالبانوجه مفكر,nan
وأخيرًا خذت الجرعة التنشيطية .. الحمدلله أيدي مطويةلون بشرة متوسط ​​إلى فاتح ,Favor
